timestamp,base_model,dataset,metric,temperature,num_beams,top_p,do_sample,max_new_tokens,num_problems,score,duration_minutes,samples_file,summary_file,config_description
20250309060502,/home/ubuntu/01.Stanford/efs/Stanford2024/02.CS224N_NLP_w_DeepLearning/20250313_FinalProject/08.Models/23.CrossLingual_**EVAL**MultiPL-E/02.Merged/round1_20250301_MBPP_finetuned_merged,humaneval-java,pass@1,0.2,8,0.95,True,512,0,0.00,24.61,unknown,round1_20250301_java_merged_results_summary.txt,LoRA merged model: round1_20250301_MBPP_finetuned_merged
20250309065432,/home/ubuntu/01.Stanford/efs/Stanford2024/02.CS224N_NLP_w_DeepLearning/20250313_FinalProject/08.Models/23.CrossLingual_**EVAL**MultiPL-E/02.Merged/round1_20250301_MBPP_finetuned_merged,humaneval-java,pass@1,0.2,8,0.95,True,512,158,31.46,24.40,unknown,round1_20250301_MBPP_java_merged_results_summary.txt,LoRA merged model: round1_20250301_MBPP_finetuned_merged
20250309073841,/home/ubuntu/01.Stanford/efs/Stanford2024/02.CS224N_NLP_w_DeepLearning/20250313_FinalProject/08.Models/23.CrossLingual_**EVAL**MultiPL-E/02.Merged/round2_20250309_aja_APPS_finetuned_merged,humaneval-java,pass@1,0.2,8,0.95,True,512,158,22.09,36.93,unknown,round2_20250309_aja_java_merged_results_summary.txt,LoRA merged model: round2_20250309_aja_APPS_finetuned_merged
20250309083157,/home/ubuntu/01.Stanford/efs/Stanford2024/02.CS224N_NLP_w_DeepLearning/20250313_FinalProject/08.Models/23.CrossLingual_**EVAL**MultiPL-E/02.Merged/round2_20250309_fvd_APPS_finetuned_merged,humaneval-java,pass@1,0.2,8,0.95,True,512,158,27.37,53.11,unknown,round2_20250309_fvd_java_merged_results_summary.txt,LoRA merged model: round2_20250309_fvd_APPS_finetuned_merged
20250309085659,/home/ubuntu/01.Stanford/efs/Stanford2024/02.CS224N_NLP_w_DeepLearning/20250313_FinalProject/08.Models/23.CrossLingual_**EVAL**MultiPL-E/02.Merged/round3_20250308_czb1_CodeSearchNet_finetuned_merged,humaneval-java,pass@1,0.2,8,0.95,True,512,158,31.11,24.88,unknown,round3_20250308_czb1_java_merged_results_summary.txt,LoRA merged model: round3_20250308_czb1_CodeSearchNet_finetuned_merged
20250309092243,/home/ubuntu/01.Stanford/efs/Stanford2024/02.CS224N_NLP_w_DeepLearning/20250313_FinalProject/08.Models/23.CrossLingual_**EVAL**MultiPL-E/02.Merged/round3_20250308_vjg_CodeSearchNet_finetuned_merged,humaneval-java,pass@1,0.2,8,0.95,True,512,158,29.78,25.56,unknown,round3_20250308_vjg_java_merged_results_summary.txt,LoRA merged model: round3_20250308_vjg_CodeSearchNet_finetuned_merged
20250309203101,/home/ubuntu/01.Stanford/efs/Stanford2024/02.CS224N_NLP_w_DeepLearning/20250313_FinalProject/08.Models/22.CrossLingual_**TRAINING**_MBPP_Merged/20250309_nvf_alpha16_dropout0.05_r4_lr0.0002_epochs3_merged,humaneval-java,pass@1,0.2,8,0.95,True,512,158,30.63,33.85,unknown,20250309_nvf_alpha16_java_merged_results_summary.txt,LoRA merged model: 20250309_nvf_alpha16_dropout0.05_r4_lr0.0002_epochs3_merged
20250309212909,/home/ubuntu/01.Stanford/efs/Stanford2024/02.CS224N_NLP_w_DeepLearning/20250313_FinalProject/08.Models/22.CrossLingual_**TRAINING**_MBPP_Merged/20250309_nkr_alpha16_dropout0.05_r8_lr0.0001_epochs3_merged,humaneval-java,pass@1,0.2,8,0.95,True,512,158,32.97,33.07,unknown,20250309_nkr_alpha16_java_merged_results_summary.txt,LoRA merged model: 20250309_nkr_alpha16_dropout0.05_r8_lr0.0001_epochs3_merged (GPU 2)
20250309220203,/home/ubuntu/01.Stanford/efs/Stanford2024/02.CS224N_NLP_w_DeepLearning/20250313_FinalProject/08.Models/22.CrossLingual_**TRAINING**_MBPP_Merged/20250309_nkr_alpha8_dropout0.05_r8_lr0.0002_epochs3_merged,humaneval-java,pass@1,0.2,8,0.95,True,512,158,33.73,34.08,unknown,20250309_nkr_alpha8_java_merged_results_summary.txt,LoRA merged model: 20250309_nkr_alpha8_dropout0.05_r8_lr0.0002_epochs3_merged (GPU 3)
20250309220320,/home/ubuntu/01.Stanford/efs/Stanford2024/02.CS224N_NLP_w_DeepLearning/20250313_FinalProject/08.Models/22.CrossLingual_**TRAINING**_MBPP_Merged/20250309_nkr_alpha16_dropout0.1_r8_lr0.0002_epochs3_merged,humaneval-java,pass@1,0.2,8,0.95,True,512,158,31.84,33.98,unknown,20250309_nkr_alpha16_java_merged_results_summary.txt,LoRA merged model: 20250309_nkr_alpha16_dropout0.1_r8_lr0.0002_epochs3_merged (GPU 2)
